close,realized_absolute_vol,datetime
9913.03,7.560128164002173,2018-03-07
9285.32,6.3321708902323595,2018-03-08
9230.0,0.5957791438528743,2018-03-09
8791.47,4.751137594799574,2018-03-10
9535.04,8.457857445910657,2018-03-11
9120.75,4.34492146860423,2018-03-12
9142.32,0.2364937093988949,2018-03-13
8196.69,10.34343580185335,2018-03-14
8265.05,0.8339951858615949,2018-03-15
8258.54,0.07876540371804647,2018-03-16
7860.83,4.815742249840782,2018-03-17
8188.24,4.165081804338726,2018-03-18
8596.93,4.991182476331916,2018-03-19
8904.02,3.572089106227457,2018-03-20
8893.79,0.11489192522028885,2018-03-21
8704.67,2.126427541014582,2018-03-22
8920.79,2.482805206860235,2018-03-23
8547.0,4.190099755739131,2018-03-24
8453.9,1.0892710892710935,2018-03-25
8149.66,3.598812382450701,2018-03-26
7791.7,4.392330477590477,2018-03-27
7932.41,1.8058960175571446,2018-03-28
7088.38,10.640271998043467,2018-03-29
6850.0,3.362968689601857,2018-03-30
6928.62,1.1477372262773706,2018-03-31
6813.52,1.6612254676977443,2018-04-01
7052.76,3.5112540947997477,2018-04-02
7416.27,5.154152416926142,2018-04-03
6799.95,8.310377049379278,2018-04-04
6771.69,0.41559129111243787,2018-04-05
6618.33,2.2647226910859724,2018-04-06
6904.9,4.329944260863386,2018-04-07
7027.26,1.772074903329528,2018-04-08
6780.1,3.517160315684916,2018-04-09
6835.67,0.8196044306131134,2018-04-10
6940.94,1.5400099770761244,2018-04-11
7923.78,14.160041723455327,2018-04-12
7896.92,0.338979628409669,2018-04-13
8000.41,1.310510933376554,2018-04-14
8354.22,4.422398352084449,2018-04-15
8048.15,3.663657409069904,2018-04-16
7890.87,1.9542379304560646,2018-04-17
8172.84,3.5733702367419595,2018-04-18
8271.31,1.2048443380758629,2018-04-19
8861.0,7.129342268637018,2018-04-20
8920.71,0.6738517097392972,2018-04-21
8789.96,1.465690511181285,2018-04-22
8946.95,1.786014953424152,2018-04-23
9648.0,7.835631136867863,2018-04-24
8864.99,8.115775290215591,2018-04-25
9274.48,4.61918174752594,2018-04-26
8921.43,3.806682423165496,2018-04-27
9345.11,4.749014451719066,2018-04-28
9393.99,0.5230543032666196,2018-04-29
9242.17,1.61613968079591,2018-04-30
9066.9,1.8964161014134173,2018-05-01
9222.0,1.7106177414551873,2018-05-02
9732.43,5.534916504012148,2018-05-03
9696.57,0.36845885354429037,2018-05-04
9823.28,1.3067507376319767,2018-05-05
9623.54,2.033333061869353,2018-05-06
9359.52,2.7434810890794905,2018-05-07
9167.69,2.0495709181667428,2018-05-08
9308.49,1.5358285456859826,2018-05-09
9020.99,3.0885782763906926,2018-05-10
8411.42,6.757240613280802,2018-05-11
8481.6,0.8343418828212155,2018-05-12
8696.58,2.5346632710809227,2018-05-13
8674.36,0.25550273785786304,2018-05-14
8474.99,2.2983828201734857,2018-05-15
8346.59,1.515046035452545,2018-05-16
8067.03,3.3493917875443793,2018-05-17
8248.87,2.254113347787241,2018-05-18
8231.2,0.21421115861930268,2018-05-19
8518.48,3.4901350957332933,2018-05-20
8391.76,1.4875893351865515,2018-05-21
7984.08,4.858098897013264,2018-05-22
7502.89,6.026868468251816,2018-05-23
7586.88,1.1194353109268533,2018-05-24
7471.18,1.5250010544518935,2018-05-25
7335.99,1.8094865871254675,2018-05-26
7347.39,0.1553982489071079,2018-05-27
7112.5,3.196917544869679,2018-05-28
7469.45,5.018629173989453,2018-05-29
7375.73,1.254710855551617,2018-05-30
7492.28,1.5801825717590015,2018-05-31
7511.6,0.25786542948208846,2018-06-01
7642.0,1.7359816816656854,2018-06-02
7703.67,0.8069876995550913,2018-06-03
7488.26,2.7961997333738315,2018-06-04
7617.98,1.7323116451618845,2018-06-05
7658.57,0.5328184111798685,2018-06-06
7689.28,0.40098869632320444,2018-06-07
7618.11,0.925574306046861,2018-06-08
7492.7,1.6462088365749492,2018-06-09
6781.17,9.496309741481705,2018-06-10
6880.61,1.4664136129900827,2018-06-11
6557.67,4.693479211872197,2018-06-12
6307.4,3.816447000230271,2018-06-13
6646.1,5.369882994577809,2018-06-14
6390.6,3.844359850137675,2018-06-15
6487.92,1.5228617031264624,2018-06-16
6453.41,0.5319116141999318,2018-06-17
6707.5,3.937298265568128,2018-06-18
6736.52,0.4326500186358619,2018-06-19
6756.58,0.29777986259967293,2018-06-20
6718.33,0.5661148095634182,2018-06-21
6050.45,9.941160973039432,2018-06-22
6177.38,2.0978604897156456,2018-06-23
6153.4,0.38819046262332046,2018-06-24
6253.61,1.6285305684662146,2018-06-25
6068.0,2.9680456568286107,2018-06-26
6135.64,1.1147000659195836,2018-06-27
5848.33,4.682641093675645,2018-06-28
6204.24,6.085668900352747,2018-06-29
6385.71,2.924935205601335,2018-06-30
6349.99,0.5593739772084898,2018-07-01
6612.98,4.1415813253249185,2018-07-02
6507.99,1.587635226478831,2018-07-03
6584.25,1.1717903684547797,2018-07-04
6533.69,0.7678930781789938,2018-07-05
6596.53,0.9617842291262694,2018-07-06
6759.99,2.4779694778921653,2018-07-07
6706.6,0.7897940677426952,2018-07-08
6666.75,0.5941907971252253,2018-07-09
6299.46,5.509281133985825,2018-07-10
6380.0,1.2785222860372152,2018-07-11
6243.88,2.1335423197492145,2018-07-12
6215.59,0.45308365951940077,2018-07-13
6243.98,0.4567547087243435,2018-07-14
6349.3,1.6867446724685315,2018-07-15
6721.04,5.854818641425035,2018-07-16
7310.71,8.77349338792806,2018-07-17
7374.88,0.877753323548603,2018-07-18
7471.42,1.3090382487579453,2018-07-19
7330.84,1.8815700362180139,2018-07-20
7409.92,1.0787304047012338,2018-07-21
7396.6,0.17975902573846558,2018-07-22
7719.62,4.367141659681469,2018-07-23
8403.83,8.863260108658197,2018-07-24
8174.06,2.734110518656369,2018-07-25
7926.0,3.034722035316604,2018-07-26
8183.05,3.243123896038357,2018-07-27
8237.74,0.6683327121305577,2018-07-28
8216.74,0.2549242874866165,2018-07-29
8160.21,0.6879857461718364,2018-07-30
7725.43,5.328049155597708,2018-07-31
7602.01,1.5975809760751192,2018-08-01
7536.37,0.8634558491767351,2018-08-02
7416.98,1.5841844283123085,2018-08-03
7009.99,5.487273796073332,2018-08-04
7032.61,0.32268234334142976,2018-08-05
6936.11,1.3721790345262996,2018-08-06
6717.68,3.1491715096790474,2018-08-07
6283.59,6.4619035143085135,2018-08-08
6543.76,4.140467471620523,2018-08-09
6139.99,6.170305756934857,2018-08-10
6239.98,1.628504280951594,2018-08-11
6310.82,1.1352600489104157,2018-08-12
6252.63,0.9220671798593464,2018-08-13
6193.62,0.9437628645865854,2018-08-14
6272.3,1.2703394783664528,2018-08-15
6313.51,0.6570157677407018,2018-08-16
6580.15,4.223324268117092,2018-08-17
6399.28,2.7487215337036375,2018-08-18
6481.99,1.2924891550299415,2018-08-19
6260.82,3.4120694416375232,2018-08-20
6479.27,3.489159566957695,2018-08-21
6355.76,1.9062332639325144,2018-08-22
6525.01,2.6629388145556154,2018-08-23
6692.94,2.573635902473703,2018-08-24
6732.4,0.5895764790958837,2018-08-25
6700.46,0.4744221971362308,2018-08-26
6904.51,3.0453133068475924,2018-08-27
7080.94,2.555286327342554,2018-08-28
7032.96,0.6775936528200996,2018-08-29
6984.01,0.6960085085085059,2018-08-30
7017.35,0.47737617786916314,2018-08-31
7185.01,2.3892210022301845,2018-09-01
7290.31,1.4655511961709196,2018-09-02
7258.99,0.4296113608337727,2018-09-03
7361.0,1.4052919207768606,2018-09-04
6679.3,9.260969976905308,2018-09-05
6493.09,2.787866992050066,2018-09-06
6400.0,1.4336779561041066,2018-09-07
6178.31,3.4639062499999937,2018-09-08
6236.04,0.9343979178772117,2018-09-09
6301.99,1.0575621708648408,2018-09-10
6279.99,0.3490960791749908,2018-09-11
6322.45,0.6761157262989278,2018-09-12
6485.7,2.582068660092211,2018-09-13
6476.51,0.14169634734877654,2018-09-14
6520.15,0.6738196961017495,2018-09-15
6499.98,0.30934871130265523,2018-09-16
6254.52,3.7763193117517155,2018-09-17
6332.34,1.244220179965844,2018-09-18
6388.4,0.8852967465423445,2018-09-19
6492.98,1.637029616179324,2018-09-20
6749.45,3.949958262615937,2018-09-21
6710.01,0.5843439095037315,2018-09-22
6702.22,0.11609520701161345,2018-09-23
6581.52,1.8008958225781877,2018-09-24
6428.99,2.317549745347589,2018-09-25
6461.51,0.505833731270393,2018-09-26
6681.62,3.4064792904444885,2018-09-27
6610.76,1.0605212508343735,2018-09-28
6579.38,0.4746806721163695,2018-09-29
6597.81,0.2801175794679786,2018-09-30
6571.2,0.40331564564606404,2018-10-01
6500.0,1.0835159483808106,2018-10-02
6456.77,0.6650769230769163,2018-10-03
6547.56,1.4061210171649285,2018-10-04
6582.12,0.5278302146142912,2018-10-05
6544.08,0.577929299374669,2018-10-06
6577.63,0.512677106636841,2018-10-07
6604.75,0.41230656026562595,2018-10-08
6588.8,0.2414928649835318,2018-10-09
6517.55,1.0813805245264692,2018-10-10
6152.76,5.5970418332041945,2018-10-11
6185.15,0.5264304149682324,2018-10-12
6199.69,0.23507918158815816,2018-10-13
6183.0,0.26920700873752723,2018-10-14
6441.74,4.184699983826619,2018-10-15
6461.2,0.30209229183419445,2018-10-16
6437.29,0.3700550981241852,2018-10-17
6396.18,0.6386227744905026,2018-10-18
6383.46,0.19886869975517035,2018-10-19
6412.86,0.4605652733783816,2018-10-20
6413.38,0.008108706567747254,2018-10-21
6406.06,0.11413638362298364,2018-10-22
6393.41,0.1974692712837617,2018-10-23
6411.96,0.29014250611176484,2018-10-24
6393.53,0.28743161217475294,2018-10-25
6406.1,0.19660500537262857,2018-10-26
6407.66,0.024351789700433814,2018-10-27
6405.57,0.0326172112752572,2018-10-28
6266.52,2.170767004341523,2018-10-29
6269.46,0.046915991650862035,2018-10-30
6303.27,0.5392808950053178,2018-10-31
6340.99,0.5984195504872764,2018-11-01
6350.43,0.1488726523776336,2018-11-02
6335.0,0.2429756725135194,2018-11-03
6421.76,1.369534333070248,2018-11-04
6403.2,0.28901734104046867,2018-11-05
6447.5,0.6918415792103977,2018-11-06
6501.0,0.8297789841023653,2018-11-07
6405.49,1.4691585909860057,2018-11-08
6325.0,1.2565783413915217,2018-11-09
6349.32,0.38450592885375035,2018-11-10
6357.54,0.12946268261798516,2018-11-11
6318.0,0.621938674392925,2018-11-12
6260.91,0.9036087369420727,2018-11-13
5595.91,10.6214591808539,2018-11-14
5585.0,0.19496382179126998,2018-11-15
5508.71,1.3659803043867496,2018-11-16
5503.36,0.09711892620959106,2018-11-17
5559.26,1.0157431096639242,2018-11-18
4735.44,14.818878771635086,2018-11-19
4352.0,8.09724122784788,2018-11-20
4538.01,4.274126838235299,2018-11-21
4275.23,5.790643916606633,2018-11-22
4288.26,0.3047789241748551,2018-11-23
3785.65,11.720604627517924,2018-11-24
3938.89,4.0479177948304725,2018-11-25
3727.34,5.370802434188305,2018-11-26
3771.01,1.1716130001556089,2018-11-27
4220.16,11.910602199410757,2018-11-28
4249.8,0.7023430391264864,2018-11-29
3971.06,6.558896889265382,2018-11-30
4140.39,4.264100769064189,2018-12-01
4102.05,0.9259997246636221,2018-12-02
3834.34,6.526249070586658,2018-12-03
3903.52,1.8042218478277836,2018-12-04
3696.69,5.298551051358772,2018-12-05
3437.26,7.017899796845281,2018-12-06
3380.68,1.6460785625760164,2018-12-07
3398.8,0.5359868428836905,2018-12-08
3529.75,3.852830410733194,2018-12-09
3408.0,3.449252779941922,2018-12-10
3353.42,1.6015258215962418,2018-12-11
3430.18,2.2890064471494704,2018-12-12
3262.73,4.881668017421821,2018-12-13
3195.75,2.0528820956683522,2018-12-14
3179.54,0.5072361730423229,2018-12-15
3193.78,0.4478635274285034,2018-12-16
3496.73,9.4856251839513,2018-12-17
3667.16,4.873982263428971,2018-12-18
3684.5,0.4728454717001752,2018-12-19
4073.77,10.565069887365992,2018-12-20
3841.08,5.711908134234384,2018-12-21
3980.9,3.6401220490070543,2018-12-22
3943.83,0.9311964631113608,2018-12-23
4036.0,2.337068281340729,2018-12-24
3779.99,6.343161546085238,2018-12-25
3810.01,0.794181995190475,2018-12-26
3591.69,5.730168687221298,2018-12-27
3884.97,8.16551539804381,2018-12-28
3725.48,4.105308406499916,2018-12-29
3835.79,2.9609607352609584,2018-12-30
3693.3,3.714749764715998,2018-12-31
3823.44,3.5236780115343964,2019-01-01
3885.87,1.6328227983177408,2019-01-02
3787.81,2.523501815552243,2019-01-03
3817.71,0.7893743350379268,2019-01-04
3791.84,0.6776313549221886,2019-01-05
4040.71,6.563304358833704,2019-01-06
4005.45,0.8726189209322178,2019-01-07
3994.9,0.26339112958593236,2019-01-08
4002.13,0.1809807504568329,2019-01-09
3627.51,9.360515525482677,2019-01-10
3632.02,0.12432770688433012,2019-01-11
3617.13,0.4099647028375359,2019-01-12
3515.95,2.7972453298609747,2019-01-13
3664.28,4.218774442184911,2019-01-14
3576.93,2.3838243802329613,2019-01-15
3605.91,0.8101919802735872,2019-01-16
3638.01,0.8902052463871912,2019-01-17
3609.21,0.7916415842727256,2019-01-18
3681.0,1.9890779422643727,2019-01-19
3536.72,3.919587068731328,2019-01-20
3531.51,0.14731163337780717,2019-01-21
3576.81,1.2827374126081967,2019-01-22
3552.32,0.6846883116519967,2019-01-23
3570.73,0.5182528601026893,2019-01-24
3560.0,0.3004987775608914,2019-01-25
3555.56,0.12471910112359705,2019-01-26
3533.23,0.6280304649619168,2019-01-27
3429.5,2.9358405764696895,2019-01-28
3390.5,1.1371920104971571,2019-01-29
3437.35,1.3818020940864153,2019-01-30
3413.11,0.705194408483273,2019-01-31
3434.83,0.6363697624746872,2019-02-01
3462.82,0.8148874907928554,2019-02-02
3414.82,1.3861534818442771,2019-02-03
3410.87,0.11567227555186724,2019-02-04
3431.39,0.6016060418602873,2019-02-05
3364.62,1.945858675347308,2019-02-06
3359.33,0.15722429278789174,2019-02-07
3622.94,7.847100463485282,2019-02-08
3622.62,0.008832605563441948,2019-02-09
3650.37,0.7660201732447787,2019-02-10
3588.7,1.6894177850464493,2019-02-11
3585.94,0.07690807256108796,2019-02-12
3574.93,0.3070324656854331,2019-02-13
3560.46,0.4047631701879421,2019-02-14
3566.29,0.1637428871550285,2019-02-15
3579.92,0.38218989482067106,2019-02-16
3625.6,1.2760061677355872,2019-02-17
3869.8,6.735436893203891,2019-02-18
3888.46,0.48219546229778937,2019-02-19
3936.53,1.23622205191773,2019-02-20
3900.4,0.9178134041910033,2019-02-21
3939.82,1.0106655727617697,2019-02-22
4113.53,4.409084678995477,2019-02-23
3730.68,9.307091476177394,2019-02-24
3820.71,2.4132329762938713,2019-02-25
3795.06,0.6713411905117136,2019-02-26
3798.47,0.0898536518526678,2019-02-27
3791.36,0.187180627989682,2019-02-28
3807.05,0.41383566846725334,2019-03-01
3810.46,0.08957066495054844,2019-03-02
3789.52,0.549539950557152,2019-03-03
3698.66,2.3976651396482964,2019-03-04
3844.07,3.931423812948482,2019-03-05
3851.55,0.19458542638401533,2019-03-06
3856.64,0.13215458711427064,2019-03-07
3844.64,0.31115167607036176,2019-03-08
3916.43,1.8672749594240283,2019-03-09
3897.92,0.47262430325576515,2019-03-10
3849.25,1.2486146457597915,2019-03-11
3859.74,0.2725206209001697,2019-03-12
3848.48,0.29172949473279974,2019-03-13
3854.77,0.16344115079200006,2019-03-14
3901.21,1.2047411389006362,2019-03-15
3990.0,2.275960535321092,2019-03-16
3965.5,0.6140350877192983,2019-03-17
3969.59,0.10313957886773786,2019-03-18
3998.13,0.7189659385478088,2019-03-19
4031.59,0.8368912466578134,2019-03-20
3974.21,1.4232598056846084,2019-03-21
3982.07,0.19777515531388948,2019-03-22
3982.52,0.011300655186870599,2019-03-23
3969.99,0.31462491086046523,2019-03-24
3910.51,1.4982405497242957,2019-03-25
3922.58,0.308655392774848,2019-03-26
4025.5,2.6237833262801544,2019-03-27
4012.23,0.3296484908706988,2019-03-28
4090.0,1.9383235756673964,2019-03-29
4094.92,0.12029339853300912,2019-03-30
4096.08,0.028327781739322246,2019-03-31
4136.32,0.9824026874475055,2019-04-01
4899.63,18.45384302955285,2019-04-02
4978.23,1.604202766331324,2019-04-03
4907.94,1.4119476199372059,2019-04-04
5039.73,2.685240650863702,2019-04-05
5041.39,0.03293827248683489,2019-04-06
5190.85,2.9646585564695456,2019-04-07
5287.88,1.8692507007522803,2019-04-08
5192.6,1.8018563204913831,2019-04-09
5323.47,2.5203173747255687,2019-04-10
5040.2,5.321153307898803,2019-04-11
5076.35,0.7172334431173475,2019-04-12
5063.63,0.2505737390053927,2019-04-13
5162.72,1.956896534699418,2019-04-14
5027.31,2.622842222704308,2019-04-15
5202.43,3.4833738122375557,2019-04-16
5233.72,0.6014497071560783,2019-04-17
5281.58,0.9144547281856819,2019-04-18
5289.91,0.15771795561176633,2019-04-19
5318.89,0.5478354074076964,2019-04-20
5295.65,0.43693326991159226,2019-04-21
5386.8,1.721224023490989,2019-04-22
5531.32,2.6828543847924466,2019-04-23
5440.95,1.6337872334271006,2019-04-24
5132.55,5.668127808562836,2019-04-25
5155.19,0.44110627271043473,2019-04-26
5168.91,0.2661395603265885,2019-04-27
5160.98,0.15341725818403282,2019-04-28
5149.11,0.22999507845408995,2019-04-29
5269.0,2.328363542437437,2019-04-30
5318.42,0.937938887834505,2019-05-01
5385.0,1.2518755570263334,2019-05-02
5658.22,5.073723305478184,2019-05-03
5764.65,1.8809802376012135,2019-05-04
5709.32,0.9598154267821972,2019-05-05
5685.46,0.417913166541719,2019-05-06
5751.54,1.162263035884518,2019-05-07
5940.89,3.292161751461354,2019-05-08
6156.7,3.6326207016120398,2019-05-09
6342.84,3.023372910812616,2019-05-10
7217.47,13.789248979952198,2019-05-11
6974.35,3.368493391728679,2019-05-12
7810.05,11.982478653924735,2019-05-13
7986.0,2.2528664989340634,2019-05-14
8208.69,2.7885048835462123,2019-05-15
7880.0,4.004171189312795,2019-05-16
7351.71,6.704187817258883,2019-05-17
7260.12,1.2458326022109163,2019-05-18
8200.0,12.945791529616594,2019-05-19
8005.64,2.3702439024390203,2019-05-20
7955.16,0.6305554584018326,2019-05-21
7624.95,4.150890742612343,2019-05-22
7880.22,3.347825231640869,2019-05-23
7999.02,1.5075721236209163,2019-05-24
8064.64,0.8203504929353832,2019-05-25
8733.26,8.290760653916355,2019-05-26
8770.73,0.42904940423163107,2019-05-27
8717.96,0.6016602950951682,2019-05-28
8663.41,0.6257197784802784,2019-05-29
8277.76,4.451480421681528,2019-05-30
8547.2,3.254986856347617,2019-05-31
8556.27,0.10611662298764166,2019-06-01
8734.49,2.0829169719983045,2019-06-02
8103.64,7.222516712481203,2019-06-03
7665.53,5.406335918179985,2019-06-04
7785.94,1.5707981052843034,2019-06-05
7806.07,0.25854296334161464,2019-06-06
8001.25,2.5003618978564157,2019-06-07
7932.27,0.8621152944852313,2019-06-08
7632.99,3.7729426759301012,2019-06-09
8021.1,5.0846391780940445,2019-06-10
7919.1,1.271646033586416,2019-06-11
8176.27,3.247464989708427,2019-06-12
8238.0,0.7549897447124368,2019-06-13
8697.54,5.578295702840506,2019-06-14
8857.19,1.8355764963426398,2019-06-15
8974.19,1.3209607110155703,2019-06-16
9333.48,4.003592524784956,2019-06-17
9078.84,2.7282428418981928,2019-06-18
9278.27,2.196646267584849,2019-06-19
9534.99,2.766895121612104,2019-06-20
10222.12,7.206405040802361,2019-06-21
10661.3,4.296369050647013,2019-06-22
10831.95,1.6006490765666614,2019-06-23
11029.63,1.8249714963602903,2019-06-24
11751.01,6.540382587629876,2019-06-25
12920.54,9.952591309172579,2019-06-26
11153.74,13.674351072014026,2019-06-27
12354.43,10.764909348792427,2019-06-28
11858.62,4.013216311881645,2019-06-29
10760.1,9.263472478247893,2019-06-30
10577.43,1.6976608024089002,2019-07-01
10828.9,2.377420602168952,2019-07-02
11967.43,10.513810266970799,2019-07-03
11146.34,6.861038669121107,2019-07-04
10997.84,1.3322758860756088,2019-07-05
11240.0,2.2018869159762264,2019-07-06
11469.96,2.045907473309601,2019-07-07
12286.14,7.1158051117876635,2019-07-08
12567.23,2.2878625833662984,2019-07-09
12098.95,3.726199011237949,2019-07-10
11349.24,6.19648812500259,2019-07-11
11808.91,4.050227151774041,2019-07-12
11378.79,3.642334474561996,2019-07-13
10191.87,10.430986071453994,2019-07-14
10850.0,6.457401831067303,2019-07-15
9412.81,13.245990783410145,2019-07-16
9699.35,3.0441494091562546,2019-07-17
10648.6,9.786738286586214,2019-07-18
10535.43,1.0627688146798646,2019-07-19
10750.11,2.0376956612117425,2019-07-20
10600.24,1.3941252694158552,2019-07-21
10328.83,2.5604137264816633,2019-07-22
9847.02,4.664710330211645,2019-07-23
9763.67,0.8464489764416072,2019-07-24
9883.96,1.2320162397950674,2019-07-25
9846.94,0.37454623450518437,2019-07-26
9481.37,3.7125238906706013,2019-07-27
9533.19,0.5465454886793755,2019-07-28
9495.39,0.3965094580093451,2019-07-29
9593.62,1.034502005710154,2019-07-30
10085.34,5.125489648328778,2019-07-31
10407.71,3.1964217368973085,2019-08-01
10529.51,1.170286258936895,2019-08-02
10821.52,2.7732534562387063,2019-08-03
10986.96,1.5288055652070938,2019-08-04
11800.0,7.400045144425764,2019-08-05
11470.0,2.7966101694915255,2019-08-06
11971.57,4.372885789014819,2019-08-07
11983.43,0.09906804203626243,2019-08-08
11859.32,1.0356801016069739,2019-08-09
